Name,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal,Points
Garry Galley,183,92,27.5,126,15.0,35.0,190.0,50.0
Garry Valk,185,91,26.6,226,23.0,43.0,267.0,66.0
Garth Murray,188,95,26.9,116,8.0,2.0,86.0,10.0
Gary Roberts,188,98,27.7,501,147.0,167.0,876.0,314.0
Gary Suter,183,98,29.3,226,22.0,79.0,506.0,101.0
Gavin Morgan,180,86,26.5,6,0.0,0.0,7.0,0.0
Geoff Courtnall,185,93,27.2,6,2.0,2.0,15.0,4.0
Geoff Kinrade,183,88,26.3,1,0.0,0.0,1.0,0.0
Geoff Platt,175,79,25.8,46,4.0,10.0,73.0,14.0
Geoff Sanderson,183,86,25.7,515,143.0,146.0,1302.0,289.0
Geordie Kinnear,185,91,26.6,4,0.0,0.0,2.0,0.0
George Parros,196,103,26.8,474,18.0,18.0,214.0,36.0
Georges Laraque,190,111,30.8,645,50.0,98.0,464.0,148.0
Gerald Diduck,185,98,28.6,40,0.0,3.0,26.0,3.0
German Titov,185,93,27.2,207,39.0,54.0,263.0,93.0
Gilbert Brule,180,85,26.2,299,43.0,52.0,448.0,95.0
Gino Odjick,190,98,27.1,125,14.0,18.0,187.0,32.0
Glen Metropolit,183,88,26.3,407,57.0,102.0,612.0,159.0
Glen Murray,190,102,28.2,573,233.0,219.0,1731.0,452.0
Glen Wesley,185,93,27.2,580,22.0,87.0,580.0,109.0
Goran Bezina,188,102,28.9,3,0.0,0.0,0.0,0.0
Gord Murphy,188,91,25.8,100,4.0,23.0,128.0,27.0
Gordie Dwyer,190,92,25.5,108,0.0,5.0,35.0,5.0
Graham Mink,188,102,28.9,7,0.0,0.0,5.0,0.0
Grant Clitsome,180,98,30.2,205,15.0,56.0,264.0,71.0
Grant Ledyard,188,88,24.9,115,5.0,10.0,88.0,15.0
Grant Lewis,190,93,25.8,1,0.0,0.0,1.0,0.0
Grant Marshall,185,91,26.6,418,55.0,95.0,566.0,150.0
Grant McNeill,188,97,27.4,3,0.0,0.0,0.0,0.0
Grant Stevenson,183,79,23.6,47,10.0,12.0,67.0,22.0
Greg Adams,193,88,23.6,129,30.0,39.0,195.0,69.0
Greg Andrusak,185,88,25.7,9,0.0,1.0,5.0,1.0
Greg Classen,185,91,26.6,90,7.0,10.0,52.0,17.0
Greg Crozier,190,91,25.2,1,0.0,0.0,0.0,0.0
Greg Hawgood,178,86,27.1,97,7.0,22.0,87.0,29.0
Greg Jacina,183,92,27.5,14,0.0,1.0,12.0,1.0
Greg Johnson,180,92,28.4,434,77.0,111.0,606.0,188.0
Greg Koehler,188,88,24.9,1,0.0,0.0,0.0,0.0
Greg Kuznik,183,84,25.1,1,0.0,0.0,0.0,0.0
Greg Leeb,175,75,24.5,2,0.0,0.0,4.0,0.0
Greg Mauldin,180,88,27.2,36,5.0,5.0,54.0,10.0
Greg Moore,185,102,29.8,10,0.0,0.0,15.0,0.0
Greg Nemisz,190,91,25.2,15,0.0,1.0,7.0,1.0
Greg Pateryn,188,101,28.6,267,4.0,35.0,306.0,39.0
Greg Rallo,183,88,26.3,11,1.0,0.0,11.0,1.0
Greg Zanon,180,91,28.1,493,12.0,50.0,333.0,62.0
Greg de Vries,188,98,27.7,690,39.0,134.0,763.0,173.0
Gregory Campbell,183,89,26.6,803,71.0,116.0,924.0,187.0
Gregory Stewart,188,91,25.8,26,0.0,1.0,22.0,1.0
Guillaume Desbiens,188,93,26.3,23,0.0,0.0,6.0,0.0
Guillaume Latendresse,188,104,29.4,341,87.0,60.0,621.0,147.0
Guillaume Lefebvre,185,92,26.9,39,2.0,4.0,25.0,6.0
Gustav Nyquist,180,83,25.6,570,146.0,202.0,1307.0,348.0
Guy Carbonneau,180,84,25.9,69,10.0,6.0,70.0,16.0
Hal Gill,201,110,27.2,960,31.0,137.0,988.0,168.0
Hannes Hyvonen,188,91,25.8,42,4.0,5.0,52.0,9.0
Hans Jonsson,185,92,26.9,242,10.0,38.0,170.0,48.0
Harold Druken,183,98,29.3,146,27.0,36.0,219.0,63.0
Harry York,185,100,29.2,54,4.0,13.0,50.0,17.0
Henrik Sedin,188,85,24.1,1330,240.0,830.0,1856.0,1070.0
Henrik Tallinder,193,95,25.5,678,28.0,114.0,582.0,142.0
Henrik Zetterberg,183,89,26.6,1082,337.0,623.0,3455.0,960.0
Herbert Vasiljevs,180,86,26.5,46,8.0,7.0,60.0,15.0
Hnat Domenichelli,183,88,26.3,190,35.0,46.0,420.0,81.0
Hugh Jessiman,198,100,25.5,2,0.0,0.0,2.0,0.0
Ian Cole,185,99,28.9,541,26.0,112.0,597.0,138.0
Ian Herbers,193,102,27.4,43,0.0,3.0,14.0,3.0
Ian Laperriere,185,91,26.6,763,85.0,150.0,813.0,235.0
Ian MacNeil,188,86,24.3,2,0.0,0.0,2.0,0.0
Ian Moran,183,91,27.2,303,11.0,33.0,382.0,44.0
Ian White,178,87,27.5,503,45.0,134.0,967.0,179.0
Igor Korolev,185,89,26.0,345,46.0,80.0,327.0,126.0
Igor Kravchuk,185,99,28.9,201,11.0,48.0,336.0,59.0
Igor Larionov,180,77,23.8,337,40.0,144.0,240.0,184.0
Igor Radulov,185,84,24.5,43,9.0,7.0,61.0,16.0
Igor Ulanov,190,100,27.7,312,13.0,58.0,237.0,71.0
Ilkka Heikkinen,188,93,26.3,7,0.0,0.0,4.0,0.0
Ilkka Pikkarainen,188,86,24.3,31,1.0,3.0,26.0,4.0
Ilya Kovalchuk,190,104,28.8,926,443.0,433.0,3223.0,876.0
Ilya Zubov,180,96,29.6,11,0.0,2.0,11.0,2.0
Ivan Baranka,190,93,25.8,1,0.0,1.0,1.0,1.0
Ivan Ciernik,183,101,30.2,87,12.0,14.0,99.0,26.0
Ivan Huml,188,88,24.9,49,6.0,12.0,88.0,18.0
Ivan Majesky,193,104,27.9,202,8.0,23.0,122.0,31.0
Ivan Novoseltsev,185,98,28.6,234,31.0,44.0,314.0,75.0
Ivan Vishnevskiy,183,88,26.3,5,0.0,2.0,13.0,2.0
J.P. Dumont,185,93,27.2,797,205.0,303.0,1515.0,508.0
J.P. Vigier,183,91,27.2,213,23.0,23.0,286.0,46.0
J.T. Wyman,188,90,25.5,44,2.0,9.0,31.0,11.0
Jack Hillen,178,91,28.7,304,13.0,58.0,324.0,71.0
Jack Johnson,185,104,30.4,937,70.0,232.0,1418.0,302.0
Jacob Josefson,183,86,25.7,315,20.0,44.0,335.0,64.0
Jaden Schwartz,178,85,26.8,520,146.0,218.0,1172.0,364.0
Jake Dowell,183,91,27.2,157,11.0,22.0,140.0,33.0
Jake Gardiner,188,86,24.3,619,49.0,220.0,874.0,269.0
Jake Muzzin,190,98,27.1,579,62.0,190.0,1214.0,252.0
Jakub Cutta,190,95,26.3,8,0.0,0.0,4.0,0.0
Jakub Kindl,190,90,24.9,331,16.0,58.0,459.0,74.0
Jakub Klepis,185,94,27.5,66,4.0,10.0,64.0,14.0
Jakub Petruzalek,178,80,25.2,2,0.0,1.0,0.0,1.0
Jakub Voracek,188,97,27.4,915,207.0,488.0,2249.0,695.0
Jamal Mayers,185,101,29.5,875,86.0,123.0,1174.0,209.0
Jame Pollock,185,95,27.8,9,0.0,0.0,19.0,0.0
James Black,180,95,29.3,91,9.0,14.0,105.0,23.0
James Neal,188,94,26.6,821,289.0,256.0,2432.0,545.0
James Patrick,188,91,25.8,300,22.0,44.0,240.0,66.0
James Sheppard,185,93,27.2,394,23.0,68.0,412.0,91.0
James Wisniewski,183,94,28.1,552,53.0,221.0,1029.0,274.0
James Wright,193,91,24.4,146,4.0,8.0,98.0,12.0
James van Riemsdyk,190,91,25.2,741,247.0,234.0,2067.0,481.0
Jamie Allison,185,91,26.6,269,2.0,13.0,105.0,15.0
Jamie Arniel,180,87,26.9,1,0.0,0.0,3.0,0.0
Jamie Benn,188,95,26.9,814,300.0,388.0,2245.0,688.0
Jamie Doornbosch,188,86,24.3,1,0.0,0.0,1.0,0.0
Jamie Fraser,185,91,26.6,1,0.0,0.0,0.0,0.0
Jamie Fritsch,188,88,24.9,1,0.0,0.0,0.0,0.0
Jamie Heward,188,98,27.7,306,31.0,70.0,464.0,101.0
Jamie Hunt,188,91,25.8,1,0.0,0.0,0.0,0.0
Jamie Huscroft,188,95,26.9,7,0.0,0.0,4.0,0.0
Jamie Langenbrunner,185,93,27.2,863,193.0,330.0,2127.0,523.0
Jamie Lundmark,183,89,26.6,295,40.0,59.0,407.0,99.0
Jamie McBain,185,82,24.0,348,30.0,80.0,448.0,110.0
Jamie McGinn,185,93,27.2,617,117.0,103.0,1067.0,220.0
Jamie Pushor,190,99,27.4,307,7.0,29.0,217.0,36.0
Jamie Rivers,183,86,25.7,301,11.0,35.0,273.0,46.0
Jamie Tardif,183,93,27.8,2,0.0,0.0,1.0,0.0
Jamie Wright,183,88,26.3,92,8.0,18.0,101.0,26.0
Jan Bulis,185,94,27.5,466,84.0,122.0,800.0,206.0
Jan Caloun,178,86,27.1,11,0.0,3.0,14.0,3.0
Jan Hejda,193,108,29.0,627,25.0,110.0,599.0,135.0
Jan Hlavac,183,91,27.2,436,90.0,134.0,861.0,224.0
Jan Hrdina,183,93,27.8,431,88.0,167.0,525.0,255.0
Jan Mursak,180,77,23.8,46,2.0,2.0,42.0,4.0
Jan Nemecek,185,98,28.6,1,0.0,0.0,0.0,0.0
Jan Vopat,183,94,28.1,6,0.0,0.0,3.0,0.0
Jani Rita,185,93,27.2,66,9.0,5.0,68.0,14.0
Janis Sprukts,190,102,28.2,14,1.0,2.0,11.0,3.0
Janne Laukkanen,185,88,25.7,187,13.0,48.0,217.0,61.0
Janne Niinimaa,185,100,29.2,506,42.0,162.0,650.0,204.0
Janne Niskala,183,85,25.4,6,1.0,2.0,10.0,3.0
Janne Pesonen,180,82,25.3,7,0.0,0.0,3.0,0.0
Jannik Hansen,185,88,25.7,626,109.0,147.0,984.0,256.0
Jared Aulin,183,87,26.0,17,2.0,2.0,21.0,4.0
Jared Boll,190,95,26.3,579,28.0,38.0,380.0,66.0
Jared Cowen,196,103,26.8,249,15.0,31.0,204.0,46.0
Jared Ross,175,77,25.1,13,0.0,0.0,16.0,0.0
Jared Spurgeon,175,80,26.1,653,82.0,198.0,1056.0,280.0
Jared Staal,193,91,24.4,2,0.0,0.0,3.0,0.0
Jarkko A. Immonen,183,91,27.2,20,3.0,5.0,22.0,8.0
Jarkko Ruutu,185,93,27.2,652,58.0,84.0,634.0,142.0
Jarno Kultanen,188,90,25.5,102,2.0,11.0,110.0,13.0
Jarod Palmer,183,91,27.2,6,1.0,0.0,14.0,1.0
Jarome Iginla,185,95,27.8,1320,563.0,604.0,4225.0,1167.0
Jaromir Jagr,190,104,28.8,1071,421.0,638.0,3333.0,1059.0
Jaroslav Balastik,188,93,26.3,74,13.0,11.0,164.0,24.0
Jaroslav Bednar,183,90,26.9,102,10.0,25.0,134.0,35.0
Jaroslav Hlinka,178,84,26.5,63,8.0,20.0,90.0,28.0
Jaroslav Kristek,185,84,24.5,6,0.0,0.0,4.0,0.0
Jaroslav Modry,188,99,28.0,565,40.0,165.0,912.0,205.0
Jaroslav Obsut,185,91,26.6,7,0.0,0.0,6.0,0.0
Jaroslav Spacek,183,94,28.1,817,79.0,261.0,1243.0,340.0
Jaroslav Svejkovsky,185,88,25.7,52,6.0,7.0,60.0,13.0
Jaroslav Svoboda,188,86,24.3,134,12.0,17.0,135.0,29.0
Jarred Tinordi,198,104,26.5,81,1.0,10.0,43.0,11.0
Jarret Stoll,185,98,28.6,872,144.0,244.0,1610.0,388.0
Jarrod Skalde,183,84,25.1,20,1.0,2.0,29.0,3.0
Jason Allison,190,98,27.1,284,88.0,197.0,547.0,285.0
Jason Arnott,196,100,26.0,849,285.0,345.0,2219.0,630.0
Jason Blake,178,86,27.1,870,212.0,273.0,2641.0,485.0
Jason Botterill,193,100,26.9,67,5.0,9.0,63.0,14.0
Jason Chimera,185,97,28.3,1107,186.0,229.0,2010.0,415.0
Jason Dawe,178,86,27.1,4,0.0,1.0,9.0,1.0
Jason Demers,185,91,26.6,658,45.0,165.0,840.0,210.0
Jason Doig,190,103,28.5,130,5.0,15.0,104.0,20.0
Jason Garrison,188,101,28.6,555,49.0,111.0,912.0,160.0
Jason Holland,190,95,26.3,66,3.0,5.0,73.0,8.0
Jason Jaffray,185,93,27.2,49,4.0,7.0,40.0,11.0
Jason Jaspers,180,94,29.0,9,0.0,1.0,4.0,1.0
Jason King,185,88,25.7,59,12.0,11.0,121.0,23.0
Jason Krog,180,84,25.9,202,22.0,37.0,259.0,59.0
Jason MacDonald,180,93,28.7,4,0.0,0.0,3.0,0.0
Jason Marshall,188,91,25.8,282,10.0,28.0,252.0,38.0
Jason Morgan,185,88,25.7,30,1.0,5.0,26.0,6.0
Jason Podollan,185,90,26.3,2,0.0,1.0,3.0,1.0
Jason Pominville,183,84,25.1,1060,293.0,434.0,2773.0,727.0
Jason Ryznar,190,93,25.8,8,0.0,0.0,1.0,0.0
Jason Smith,190,98,27.1,670,32.0,90.0,749.0,122.0
Jason Spezza,190,98,27.1,1123,341.0,599.0,2688.0,940.0
Jason Strudwick,193,103,27.6,580,13.0,37.0,218.0,50.0
Jason Ward,188,92,26.0,336,36.0,45.0,413.0,81.0
Jason Wiemer,185,103,30.1,404,51.0,71.0,574.0,122.0
Jason Williams,180,87,26.9,455,94.0,133.0,801.0,227.0
Jason Woolley,183,93,27.8,384,32.0,116.0,479.0,148.0
Jason York,185,94,27.5,417,26.0,93.0,610.0,119.0
Jassen Cullimore,196,107,27.9,593,16.0,62.0,433.0,78.0
Jay Beagle,190,98,27.1,583,56.0,81.0,624.0,137.0
Jay Bouwmeester,193,100,26.9,1240,88.0,336.0,1994.0,424.0
Jay Harrison,193,100,26.9,372,23.0,52.0,430.0,75.0
Jay Henderson,180,86,26.5,29,1.0,3.0,30.0,4.0
Jay Leach,193,100,26.9,70,1.0,2.0,37.0,3.0
Jay McKee,193,91,24.4,630,19.0,75.0,465.0,94.0
Jay Pandolfo,185,86,25.1,760,79.0,102.0,939.0,181.0
Jean-Francois Fortin,190,95,26.3,71,1.0,4.0,44.0,5.0
Jean-Francois Jacques,190,105,29.1,166,9.0,8.0,120.0,17.0
Jean-Guy Trudel,180,92,28.4,5,0.0,0.0,1.0,0.0
Jean-Jacques Daigneault,180,84,25.9,54,1.0,6.0,44.0,7.0
Jean-Luc Grand-Pierre,190,103,28.5,253,7.0,12.0,190.0,19.0
Jean-Yves Leroux,188,96,27.2,113,7.0,9.0,96.0,16.0
Jed Ortmeyer,183,92,27.5,345,22.0,31.0,454.0,53.0
Jeff Carter,193,98,26.3,1040,382.0,350.0,3384.0,732.0
Jeff Cowan,188,93,26.3,413,47.0,34.0,441.0,81.0
Jeff Daniels,185,91,26.6,260,8.0,10.0,151.0,18.0
Jeff Daw,190,86,23.8,1,0.0,1.0,2.0,1.0
Jeff Farkas,183,84,25.1,11,0.0,2.0,9.0,2.0
Jeff Finger,185,95,27.8,199,17.0,40.0,206.0,57.0
Jeff Finley,188,93,26.3,341,5.0,26.0,160.0,31.0
Jeff Friesen,185,96,28.1,527,107.0,156.0,987.0,263.0
Jeff Giuliano,175,93,30.4,101,3.0,10.0,62.0,13.0
Jeff Halpern,183,86,25.7,976,152.0,221.0,1248.0,373.0
Jeff Hamilton,178,84,26.5,157,32.0,45.0,314.0,77.0
Jeff Heerema,185,98,28.6,32,4.0,2.0,44.0,6.0
Jeff Hoggan,185,88,25.7,107,2.0,9.0,125.0,11.0
Jeff Jillson,190,99,27.4,140,9.0,32.0,185.0,41.0
Jeff Lank,190,94,26.0,2,0.0,0.0,0.0,0.0
Jeff MacMillan,190,93,25.8,4,0.0,0.0,3.0,0.0
Jeff Nielsen,183,91,27.2,138,11.0,18.0,195.0,29.0
Jeff Norton,188,91,25.8,136,2.0,36.0,82.0,38.0
Jeff O'Neill,185,88,25.7,535,180.0,189.0,1560.0,369.0
Jeff Odgers,183,91,27.2,264,13.0,17.0,178.0,30.0
Jeff Paul,193,102,27.4,2,0.0,0.0,0.0,0.0
Jeff Penner,178,87,27.5,2,0.0,0.0,1.0,0.0
Jeff Petry,190,93,25.8,680,69.0,184.0,1218.0,253.0
Jeff Schultz,198,98,25.0,409,11.0,65.0,217.0,76.0
Jeff Shantz,183,88,26.3,261,24.0,42.0,305.0,66.0
Jeff Shevalier,180,84,25.9,5,0.0,0.0,2.0,0.0
Jeff Skinner,180,85,26.2,720,258.0,207.0,2360.0,465.0
Jeff Taffe,190,95,26.3,180,21.0,25.0,208.0,46.0
Jeff Tambellini,180,81,25.0,242,27.0,36.0,347.0,63.0
Jeff Toms,196,95,24.7,134,15.0,14.0,163.0,29.0
Jeff Ulmer,180,88,27.2,21,3.0,0.0,22.0,3.0
Jeff Woywitka,190,100,27.7,278,9.0,46.0,276.0,55.0
Jeff Zehr,190,88,24.4,4,0.0,0.0,3.0,0.0
Jere Karalahti,188,95,26.9,149,8.0,19.0,122.0,27.0
Jere Lehtinen,183,87,26.0,609,178.0,171.0,1485.0,349.0
Jeremy Colliton,188,88,24.9,57,3.0,3.0,36.0,6.0
Jeremy Morin,185,86,25.1,82,10.0,12.0,141.0,22.0
Jeremy Reich,185,92,26.9,99,2.0,4.0,69.0,6.0
Jeremy Roenick,185,91,26.6,610,169.0,254.0,1215.0,423.0
Jeremy Stevenson,185,99,28.9,154,16.0,13.0,152.0,29.0
Jeremy Williams,183,87,26.0,32,9.0,2.0,41.0,11.0
Jeremy Yablonski,185,107,31.3,1,0.0,0.0,1.0,0.0
Jerome Samson,183,88,26.3,46,2.0,7.0,76.0,9.0
Jerred Smithson,190,95,26.3,606,39.0,57.0,438.0,96.0
Jerry D'Amigo,180,94,29.0,31,1.0,2.0,19.0,3.0
Jesse Belanger,185,87,25.4,28,3.0,6.0,28.0,9.0
Jesse Boulerice,188,98,27.7,172,8.0,2.0,65.0,10.0
Jesse Fibiger,190,100,27.7,16,0.0,0.0,2.0,0.0
Jesse Joensuu,193,95,25.5,129,13.0,11.0,137.0,24.0
Jesse Schultz,183,87,26.0,2,0.0,0.0,6.0,0.0
Jesse Wallin,188,86,24.3,49,0.0,2.0,32.0,2.0
Jesse Winchester,185,93,27.2,285,20.0,50.0,463.0,70.0
Jim Campbell,188,93,26.3,70,10.0,12.0,102.0,22.0
Jim Cummins,188,96,27.2,193,9.0,13.0,106.0,22.0
Jim Dowd,183,82,24.5,583,54.0,131.0,590.0,185.0
Jim Fahey,183,93,27.8,92,1.0,24.0,114.0,25.0
Jim McKenzie,193,104,27.9,318,14.0,23.0,149.0,37.0
Jim Montgomery,178,82,25.9,37,1.0,8.0,25.0,9.0
Jim O'Brien,190,88,24.4,77,8.0,5.0,100.0,13.0
Jim Slater,183,91,27.2,584,67.0,71.0,762.0,138.0
Jim Vandermeer,185,94,27.5,461,25.0,80.0,469.0,105.0
Jimmie Olvestad,185,88,25.7,111,3.0,14.0,129.0,17.0
Jimmy Hayes,196,98,25.5,334,54.0,55.0,530.0,109.0
Jiri Bicek,178,86,27.1,62,6.0,7.0,85.0,13.0
Jiri Dopita,190,96,26.6,73,12.0,21.0,102.0,33.0
Jiri Fischer,196,107,27.9,305,11.0,49.0,378.0,60.0
Jiri Hudler,178,86,27.1,708,164.0,264.0,1095.0,428.0
Jiri Novotny,190,93,25.8,189,20.0,31.0,241.0,51.0
Jiri Slegr,185,95,27.8,279,33.0,83.0,513.0,116.0
Jiri Tlusty,183,95,28.4,446,89.0,88.0,706.0,177.0
Joakim Andersson,188,93,26.3,205,15.0,21.0,215.0,36.0
Joakim Lindstrom,185,85,24.8,150,19.0,24.0,198.0,43.0
Joakim Nordstrom,185,86,25.1,400,31.0,37.0,502.0,68.0
Jochen Hecht,185,90,26.3,830,186.0,277.0,2161.0,463.0
Jody Hull,185,91,26.6,233,22.0,21.0,195.0,43.0
Jody Shelley,190,102,28.2,627,18.0,36.0,391.0,54.0
Joe Callahan,190,100,27.7,46,0.0,4.0,27.0,4.0
Joe Colborne,196,100,26.0,295,42.0,72.0,307.0,114.0
Joe Corvo,183,93,27.8,708,92.0,218.0,1547.0,310.0
Joe DiPenta,188,93,26.3,174,6.0,17.0,67.0,23.0
Joe Finley,203,113,27.4,21,0.0,1.0,3.0,1.0
Joe Hulbig,190,98,27.1,31,2.0,2.0,15.0,4.0
Joe Jensen,180,82,25.3,6,1.0,0.0,6.0,1.0
Joe Juneau,183,88,26.3,346,42.0,101.0,486.0,143.0
Joe Motzko,183,91,27.2,25,4.0,2.0,32.0,6.0
Joe Murphy,185,91,26.6,69,13.0,20.0,140.0,33.0
Joe Nieuwendyk,188,95,26.9,422,139.0,164.0,1022.0,303.0
Joe Pavelski,180,86,26.5,1030,369.0,423.0,2973.0,792.0
Joe Piskula,190,97,26.9,13,0.0,0.0,8.0,0.0
Joe Reekie,190,100,27.7,188,4.0,22.0,124.0,26.0
Joe Sacco,185,88,25.7,247,15.0,35.0,303.0,50.0
Joe Sakic,180,88,27.2,586,250.0,412.0,1968.0,662.0
Joe Thornton,193,100,26.9,1500,401.0,1060.0,2839.0,1461.0
Joe Vitale,180,93,28.7,234,11.0,33.0,207.0,44.0
Joel Bouchard,185,95,27.8,174,9.0,30.0,213.0,39.0
Joel Kwiatkowski,183,94,28.1,282,16.0,29.0,314.0,45.0
Joel Lundqvist,185,88,25.7,134,7.0,19.0,116.0,26.0
Joel Perrault,188,94,26.6,96,12.0,14.0,150.0,26.0
Joel Prpic,198,107,27.3,17,0.0,3.0,13.0,3.0
Joel Rechlicz,193,102,27.4,26,0.0,1.0,8.0,1.0
Joel Ward,185,102,29.8,726,133.0,171.0,1121.0,304.0
Joey Hishon,178,77,24.3,13,1.0,1.0,19.0,2.0
Joey Mormina,198,100,25.5,1,0.0,0.0,1.0,0.0
Joey Tenute,175,82,26.8,1,0.0,0.0,1.0,0.0
Joey Tetarenko,188,95,26.9,73,4.0,1.0,34.0,5.0
Johan Davidsson,185,85,24.8,19,3.0,4.0,29.0,7.0
Johan Garpenlov,180,83,25.6,73,2.0,14.0,79.0,16.0
Johan Harju,190,95,26.3,10,1.0,2.0,14.0,3.0
Johan Motin,188,100,28.3,1,0.0,0.0,0.0,0.0
Johan Witehall,185,90,26.3,50,2.0,5.0,40.0,7.0
John Carlson,190,98,27.1,757,105.0,373.0,1730.0,478.0
John Emmons,185,92,26.9,85,2.0,4.0,60.0,6.0
John Erskine,193,100,26.9,491,15.0,39.0,393.0,54.0
John Gruden,183,86,25.7,20,1.0,0.0,10.0,1.0
John Jakopin,198,109,27.8,108,1.0,6.0,30.0,7.0
John LeClair,190,106,29.4,384,137.0,144.0,960.0,281.0
John MacLean,183,91,27.2,127,25.0,29.0,239.0,54.0
John Madden,180,86,26.5,894,165.0,182.0,1796.0,347.0
John McCarthy,185,88,25.7,88,3.0,3.0,107.0,6.0
John Moore,190,91,25.2,532,38.0,77.0,764.0,115.0
John Namestnikov,180,86,26.5,2,0.0,0.0,3.0,0.0
John Negrin,190,93,25.8,3,0.0,1.0,3.0,1.0
John Pohl,183,84,25.1,115,17.0,21.0,146.0,38.0
John Scott,203,118,28.6,286,5.0,6.0,108.0,11.0
John Slaney,183,90,26.9,34,1.0,6.0,28.0,7.0
John Tavares,185,96,28.1,814,345.0,424.0,2593.0,769.0
John Tripp,190,101,28.0,43,2.0,7.0,61.0,9.0
John Zeiler,180,93,28.7,90,1.0,4.0,34.0,5.0
John-Michael Liles,178,84,26.5,836,87.0,283.0,1411.0,370.0
Johnathan Aitken,193,96,25.8,44,0.0,1.0,39.0,1.0
Johnny Boychuk,188,103,29.1,725,54.0,152.0,1547.0,206.0
Johnny Oduya,183,86,25.7,850,41.0,149.0,836.0,190.0
Jon DiSalvatore,185,92,26.9,6,0.0,0.0,5.0,0.0
Jon Kalinski,185,84,24.5,22,1.0,4.0,16.0,5.0
Jon Klemm,188,93,26.3,516,22.0,62.0,505.0,84.0
Jon Matsumoto,183,83,24.8,14,2.0,0.0,11.0,2.0
Jon Rheault,180,91,28.1,5,0.0,0.0,5.0,0.0
Jon Sim,178,86,27.1,462,74.0,64.0,821.0,138.0
Jonas Andersson,190,93,25.8,9,0.0,0.0,5.0,0.0
Jonas Frogren,188,88,24.9,41,1.0,6.0,12.0,7.0
Jonas Hoglund,190,99,27.4,325,78.0,106.0,767.0,184.0
Jonas Holos,180,89,27.5,39,0.0,6.0,36.0,6.0
Jonas Johansson,185,82,24.0,1,0.0,0.0,0.0,0.0
Jonas Junland,188,91,25.8,4,0.0,2.0,7.0,2.0
Jonas Nordqvist,190,92,25.5,3,0.0,2.0,2.0,2.0
Jonas Ronnqvist,185,91,26.6,38,0.0,4.0,30.0,4.0
Jonathan Cheechoo,185,91,26.6,501,170.0,135.0,1325.0,305.0
Jonathan Ericsson,193,100,26.9,680,27.0,98.0,694.0,125.0
Jonathan Ferland,188,94,26.6,7,1.0,0.0,9.0,1.0
Jonathan Filewich,188,94,26.6,5,0.0,0.0,3.0,0.0
Jonathan Girard,180,91,28.1,147,10.0,34.0,210.0,44.0
Jonathan Hedstrom,183,91,27.2,83,13.0,14.0,102.0,27.0
Jonathan Sigalet,185,84,24.5,1,0.0,0.0,1.0,0.0
Jonathan Toews,188,91,25.8,943,345.0,470.0,2483.0,815.0
Jonathon Blum,185,84,24.5,110,7.0,17.0,83.0,24.0
Joni Pitkanen,190,100,27.7,535,57.0,225.0,1037.0,282.0
Jordan Caron,190,93,25.8,157,12.0,16.0,169.0,28.0
Jordan Eberle,180,83,25.6,724,225.0,293.0,1714.0,518.0
Jordan Hendry,183,89,26.6,131,4.0,9.0,110.0,13.0
Jordan Krestanovich,185,82,24.0,22,0.0,2.0,31.0,2.0
Jordan LaVallee,190,102,28.2,4,1.0,1.0,2.0,2.0
Jordan Leopold,185,93,27.2,695,67.0,147.0,942.0,214.0
Jordan Nolan,190,99,27.4,375,24.0,28.0,299.0,52.0
Jordan Schroeder,175,80,26.1,165,18.0,24.0,188.0,42.0
Jordan Staal,193,100,26.9,961,225.0,312.0,2007.0,537.0
Jordan Szwarz,180,91,28.1,50,4.0,3.0,54.0,7.0
Jordan Weal,175,81,26.4,218,32.0,37.0,316.0,69.0
Jordie Benn,188,91,25.8,517,23.0,94.0,576.0,117.0
Jordin Tootoo,175,88,28.7,723,65.0,96.0,1052.0,161.0
Jorgen Jonsson,183,84,25.1,81,12.0,19.0,116.0,31.0
Josef Beranek,188,88,24.9,141,22.0,26.0,291.0,48.0
Josef Boumedienne,188,93,26.3,47,4.0,12.0,52.0,16.0
Josef Marha,183,80,23.9,96,10.0,15.0,108.0,25.0
Josef Melichar,188,101,28.6,349,7.0,42.0,268.0,49.0
Josef Vasicek,196,97,25.2,460,77.0,106.0,712.0,183.0
Josh Bailey,185,96,28.1,865,154.0,322.0,1355.0,476.0
Josh Gorges,185,93,27.2,783,17.0,107.0,515.0,124.0
Josh Gratton,188,97,27.4,86,3.0,3.0,60.0,6.0
Josh Green,190,98,27.1,314,35.0,37.0,439.0,72.0
Josh Hennessy,183,90,26.9,23,1.0,0.0,12.0,1.0
Josh Holden,183,86,25.7,30,3.0,5.0,26.0,8.0
Josh Langfeld,190,97,26.9,143,9.0,23.0,207.0,32.0
Josh Olson,196,107,27.9,5,1.0,0.0,6.0,1.0
Jozef Balej,183,87,26.0,18,1.0,5.0,32.0,6.0
Jozef Stumpel,190,102,28.2,542,108.0,280.0,819.0,388.0
Juha Lind,180,82,25.3,94,7.0,10.0,78.0,17.0
Juha Ylonen,185,86,25.1,225,19.0,48.0,251.0,67.0
Jukka Hentunen,178,88,27.8,38,4.0,5.0,50.0,9.0
Julien Vauclair,183,92,27.5,1,0.0,0.0,0.0,0.0
Junior Lessard,183,91,27.2,27,3.0,1.0,30.0,4.0
