Name,Position,Height,Weight,Body_mass_index,Games_Played,Goals,Assists,Shots_on_Goal
Charlie Stephens,Centre,190,100,27.7,8,0.0,2.0,2.0
Chris Armstrong,Defence,183,92,27.5,7,0.0,1.0,12.0
Chris Bala,Left_wing,185,88,25.7,6,0.0,1.0,2.0
Chris Bourque,Left_wing,173,82,27.4,51,2.0,6.0,60.0
Chris Breen,Defence,201,102,25.2,9,0.0,2.0,4.0
Chris Butler,Defence,185,91,26.6,407,14.0,72.0,405.0
Chris Campoli,Defence,183,91,27.2,440,35.0,111.0,521.0
Chris Chelios,Defence,185,86,25.1,575,20.0,130.0,728.0
Chris Clark,Right_wing,183,87,26.0,607,103.0,111.0,1023.0
Chris Conner,Right_wing,170,82,28.4,180,22.0,28.0,226.0
Chris Corrinet,Right_wing,190,100,27.7,8,0.0,1.0,8.0
Chris DiDomenico,Centre,180,79,24.4,27,6.0,4.0,28.0
Chris Dingman,Left_wing,193,107,28.7,312,12.0,16.0,258.0
Chris Drury,Left_wing,178,87,27.5,813,235.0,336.0,2013.0
Chris Durno,Centre,196,101,26.3,43,4.0,4.0,30.0
Chris Ferraro,Centre,175,81,26.4,12,1.0,4.0,19.0
Chris Gratton,Centre,193,99,26.6,638,117.0,186.0,1240.0
Chris Hajt,Defence,190,93,25.8,6,0.0,0.0,1.0
Chris Herperger,Centre,183,86,25.7,169,18.0,25.0,185.0
Chris Higgins,Left_wing,183,90,26.9,711,165.0,168.0,1704.0
Chris Joseph,Defence,190,97,26.9,90,3.0,13.0,144.0
Chris Kelleher,Defence,185,95,27.8,1,0.0,0.0,0.0
Chris Kelly,Centre,183,88,26.3,845,123.0,168.0,1155.0
Chris Kenady,Right_wing,188,88,24.9,2,0.0,0.0,1.0
Chris Kreider,Left_wing,190,98,27.1,523,157.0,159.0,1173.0
Chris Kunitz,Left_wing,183,88,26.3,1022,268.0,351.0,2138.0
Chris McAllister,Left_wing,201,113,28.0,217,2.0,12.0,103.0
Chris McAlpine,Defence,188,95,26.9,145,2.0,13.0,150.0
Chris Minard,Left_wing,185,91,26.6,40,2.0,4.0,46.0
Chris Mueller,Right_wing,180,95,29.3,53,3.0,7.0,51.0
Chris Neil,Right_wing,185,93,27.2,1026,112.0,138.0,1249.0
Chris Nielsen,Right_wing,185,86,25.1,52,6.0,8.0,64.0
Chris O'Sullivan,Defence,188,84,23.8,13,0.0,6.0,19.0
Chris Phillips,Defence,190,100,27.7,1073,63.0,203.0,1263.0
Chris Schmidt,Centre,190,96,26.6,10,0.0,2.0,10.0
Chris Simon,Left_wing,190,105,29.1,543,101.0,99.0,865.0
Chris Stewart,Right_wing,188,105,29.7,668,160.0,162.0,1242.0
Chris Summers,Defence,188,94,26.6,70,2.0,7.0,52.0
Chris Tamer,Defence,188,91,25.8,339,12.0,38.0,310.0
Chris Tanev,Defence,188,84,23.8,514,22.0,96.0,376.0
Chris Taylor,Centre,188,85,24.1,90,8.0,12.0,96.0
Chris Terry,Left_wing,178,88,27.8,152,22.0,16.0,178.0
Chris Therien,Defence,196,107,27.9,411,12.0,50.0,511.0
Chris Thorburn,Right_wing,190,107,29.6,801,53.0,81.0,691.0
Chris VandeVelde,Centre,188,86,24.3,278,18.0,30.0,248.0
Chris Wells,Centre,198,101,25.8,13,0.0,0.0,5.0
Christian Backman,Defence,190,94,26.0,302,23.0,56.0,351.0
Christian Berglund,Right_wing,180,88,27.2,86,11.0,16.0,122.0
Christian Ehrhoff,Defence,188,89,25.2,789,74.0,265.0,1587.0
Christian Hanson,Centre,193,103,27.6,42,3.0,6.0,56.0
Christian Laflamme,Defence,185,94,27.5,175,0.0,21.0,99.0
Christian Matte,Right_wing,183,86,25.7,8,0.0,1.0,9.0
Christoph Brandner,Right_wing,193,102,27.4,35,4.0,5.0,50.0
Christoph Schubert,Defence,190,104,28.8,315,25.0,47.0,436.0
Chuck Kobasew,Right_wing,183,87,26.0,601,110.0,100.0,909.0
Clarke MacArthur,Left_wing,183,88,26.3,552,133.0,171.0,976.0
Clarke Wilm,Centre,183,92,27.5,377,27.0,52.0,417.0
Claude Giroux,Left_wing,180,84,25.9,889,257.0,558.0,2323.0
Claude Lapointe,Centre,175,85,27.8,358,46.0,62.0,410.0
Claude Lemieux,Right_wing,185,98,28.6,297,54.0,81.0,666.0
Clay Wilson,Defence,183,91,27.2,36,4.0,4.0,54.0
Clayton Stoner,Defence,193,98,26.3,360,7.0,41.0,296.0
Cliff Ronning,Centre,173,75,25.1,363,90.0,160.0,910.0
Cody Almond,Centre,185,90,26.3,25,2.0,0.0,16.0
Cody Bass,Centre,183,92,27.5,75,2.0,3.0,42.0
Cody Eakin,Centre,183,86,25.7,586,103.0,134.0,903.0
Cody Franson,Defence,196,102,26.6,550,43.0,169.0,859.0
Cody Goloubef,Defence,185,91,26.6,160,3.0,22.0,137.0
Cody Hodgson,Centre,183,87,26.0,328,64.0,78.0,651.0
Cody McCormick,Centre,188,103,29.1,405,21.0,44.0,403.0
Cody McLeod,Left_wing,188,93,26.3,776,72.0,55.0,840.0
Colby Armstrong,Right_wing,188,84,23.8,476,89.0,120.0,702.0
Colby Cohen,Defence,188,91,25.8,3,0.0,0.0,2.0
Cole Jarrett,Defence,180,91,28.1,1,0.0,0.0,1.0
Colin Forbes,Left_wing,193,102,27.4,165,8.0,13.0,167.0
Colin Fraser,Centre,185,86,25.1,359,20.0,38.0,316.0
Colin Hemingway,Right_wing,180,76,23.5,3,0.0,0.0,2.0
Colin Stuart,Left_wing,188,93,26.3,56,8.0,5.0,78.0
Colin White,Defence,193,98,26.3,797,21.0,108.0,698.0
Colin Wilson,Centre,185,98,28.6,632,113.0,173.0,995.0
Colten Teubert,Defence,193,88,23.6,24,0.0,1.0,13.0
Colton Gillies,Centre,193,94,25.2,154,6.0,12.0,90.0
Colton Orr,Right_wing,190,101,28.0,477,12.0,12.0,173.0
Colton Sceviour,Centre,183,88,26.3,454,59.0,82.0,850.0
Connor James,Right_wing,178,82,25.9,16,1.0,0.0,10.0
Corey Locke,Centre,175,79,25.8,9,0.0,1.0,9.0
Corey Perry,Right_wing,190,95,26.3,1045,377.0,420.0,2947.0
Corey Potter,Defence,190,93,25.8,130,8.0,24.0,160.0
Cory Cross,Defence,196,100,26.0,323,22.0,51.0,277.0
Cory Emmerton,Centre,183,87,26.0,139,12.0,9.0,143.0
Cory Larose,Centre,183,87,26.0,7,0.0,1.0,10.0
Cory Murphy,Defence,178,84,26.5,91,9.0,27.0,129.0
Cory Sarich,Defence,193,94,25.2,965,21.0,137.0,847.0
Cory Stillman,Left_wing,183,87,26.0,735,202.0,356.0,1493.0
Craig Adams,Right_wing,183,89,26.6,951,55.0,105.0,918.0
Craig Berube,Left_wing,185,101,29.5,258,9.0,16.0,153.0
Craig Conroy,Centre,188,88,24.9,785,147.0,295.0,1181.0
Craig Cunningham,Left_wing,178,83,26.2,63,3.0,5.0,71.0
Craig Darby,Centre,190,93,25.8,161,19.0,27.0,188.0
Craig Ferguson,Right_wing,180,86,26.5,3,0.0,0.0,2.0
Craig Johnson,Centre,188,91,25.8,308,31.0,48.0,408.0
Craig MacDonald,Centre,185,88,25.7,222,11.0,24.0,264.0
Craig Millar,Defence,188,96,27.2,78,4.0,12.0,62.0
Craig Rivet,Defence,188,94,26.6,737,47.0,168.0,889.0
Craig Weller,Defence,193,102,27.4,95,4.0,10.0,99.0
Curtis Brown,Centre,183,89,26.6,562,96.0,124.0,913.0
Curtis Glencross,Left_wing,185,91,26.6,507,134.0,141.0,917.0
Curtis Hamilton,Left_wing,188,93,26.3,1,0.0,0.0,0.0
Curtis Leschyshyn,Defence,185,93,27.2,307,5.0,28.0,201.0
Curtis Murphy,Defence,173,84,28.1,1,0.0,0.0,0.0
D.J. King,Right_wing,190,106,29.4,118,4.0,7.0,60.0
D.J. Smith,Defence,188,93,26.3,37,1.0,0.0,9.0
Dainius Zubrus,Right_wing,196,102,26.6,1076,206.0,315.0,1734.0
Dale Clarke,Defence,185,88,25.7,3,0.0,0.0,5.0
Dale Purinton,Defence,188,100,28.3,181,4.0,16.0,106.0
Dale Rominski,Right_wing,188,91,25.8,3,0.0,1.0,0.0
Dale Weise,Right_wing,188,93,26.3,513,55.0,70.0,571.0
Dallas Drake,Left_wing,183,88,26.3,587,82.0,139.0,827.0
Dallas Eakins,Defence,188,88,24.9,22,0.0,2.0,8.0
Dalton Prout,Defence,190,104,28.8,264,7.0,31.0,241.0
Dalton Smith,Left_wing,188,91,25.8,1,0.0,0.0,0.0
Damian Surma,Centre,178,91,28.7,2,1.0,1.0,1.0
Dan Boyle,Defence,180,86,26.5,1071,160.0,437.0,2200.0
Dan Bylsma,Right_wing,188,96,27.2,273,13.0,28.0,194.0
Dan Focht,Defence,198,107,27.3,82,2.0,6.0,73.0
Dan Fritsche,Centre,185,90,26.3,256,34.0,42.0,356.0
Dan Girardi,Defence,185,94,27.5,927,56.0,208.0,1235.0
Dan Hamhuis,Defence,183,94,28.1,1148,59.0,297.0,1557.0
Dan Hinote,Right_wing,183,85,25.4,503,38.0,52.0,449.0
Dan Jancevski,Defence,190,99,27.4,9,0.0,0.0,7.0
Dan Keczmer,Defence,185,86,25.1,24,0.0,5.0,21.0
Dan Kesa,Centre,180,94,29.0,50,4.0,10.0,55.0
Dan LaCouture,Left_wing,188,94,26.6,334,20.0,25.0,229.0
Dan McGillis,Defence,188,104,29.4,403,31.0,109.0,761.0
Dan Sexton,Right_wing,178,77,24.3,88,13.0,19.0,171.0
Dan Smith,Defence,188,88,24.9,10,0.0,0.0,1.0
Dan Snyder,Centre,183,84,25.1,49,11.0,5.0,50.0
Dan Trebil,Defence,190,95,26.3,29,1.0,0.0,28.0
Dana Tyrell,Centre,178,88,27.8,135,7.0,17.0,120.0
Dane Byers,Left_wing,190,93,25.8,14,1.0,0.0,11.0
Daniel Alfredsson,Right_wing,180,92,28.4,975,366.0,581.0,2700.0
Daniel Briere,Centre,178,81,25.6,904,298.0,375.0,2080.0
Daniel Carcillo,Left_wing,183,92,27.5,429,48.0,52.0,565.0
Daniel Cleary,Right_wing,185,93,27.2,897,161.0,217.0,1658.0
Daniel Corso,Centre,175,85,27.8,77,14.0,11.0,69.0
Daniel Goneau,Left_wing,185,89,26.0,1,0.0,0.0,3.0
Daniel Lacroix,Centre,190,93,25.8,1,0.0,0.0,0.0
Daniel Paille,Left_wing,185,91,26.6,582,85.0,87.0,722.0
Daniel Sedin,Left_wing,185,85,24.8,1306,393.0,648.0,3474.0
Daniel Tjarnqvist,Defence,185,94,27.5,352,18.0,72.0,304.0
Daniel Tkaczuk,Centre,185,88,25.7,19,4.0,7.0,34.0
Daniel Winnik,Right_wing,188,95,26.9,798,82.0,169.0,1194.0
Danny Biega,Defence,183,93,27.8,10,0.0,2.0,7.0
Danny Bois,Right_wing,185,91,26.6,1,0.0,0.0,1.0
Danny Irmen,Centre,183,88,26.3,2,0.0,0.0,0.0
Danny Markov,Defence,185,86,25.1,456,23.0,105.0,520.0
Danny Richmond,Defence,183,87,26.0,49,0.0,3.0,28.0
Danny Syvret,Defence,180,93,28.7,59,3.0,4.0,48.0
Dany Heatley,Left_wing,193,100,26.9,869,372.0,419.0,2565.0
Darby Hendrickson,Centre,185,88,25.7,242,35.0,38.0,301.0
Darcy Campbell,Defence,185,91,26.6,1,0.0,0.0,0.0
Darcy Hordichuk,Left_wing,188,93,26.3,542,20.0,21.0,246.0
Darcy Tucker,Right_wing,178,81,25.6,715,180.0,213.0,1289.0
Darcy Verot,Centre,183,90,26.9,37,0.0,2.0,11.0
Darius Kasparaitis,Defence,180,98,30.2,445,14.0,68.0,408.0
Darrel Scoville,Defence,190,94,26.0,16,0.0,1.0,7.0
Darren Haydar,Right_wing,175,77,25.1,23,1.0,7.0,21.0
Darren Helm,Centre,183,89,26.6,697,109.0,134.0,1359.0
Darren Langdon,Left_wing,185,93,27.2,265,2.0,9.0,74.0
Darren McCarty,Right_wing,185,95,27.8,389,50.0,44.0,513.0
Darren Reid,Right_wing,188,93,26.3,21,0.0,1.0,11.0
Darren Rumble,Defence,185,91,26.6,36,0.0,4.0,26.0
Darren Turcotte,Centre,183,86,25.7,9,0.0,1.0,13.0
Darren Van Impe,Defence,185,93,27.2,191,12.0,42.0,208.0
Darroll Powe,Left_wing,180,96,29.6,329,28.0,28.0,394.0
Darryl Bootland,Right_wing,185,89,26.0,32,1.0,2.0,20.0
Darryl Boyce,Centre,183,91,27.2,84,6.0,12.0,52.0
Darryl Laplante,Centre,183,84,25.1,30,0.0,6.0,19.0
Darryl Shannon,Defence,188,95,26.9,83,6.0,22.0,118.0
Darryl Sydor,Defence,185,96,28.1,742,43.0,209.0,1006.0
Dave Andreychuk,Left_wing,193,100,26.9,429,108.0,90.0,929.0
Dave Bolland,Centre,183,83,24.8,433,85.0,123.0,622.0
Dave Duerden,Left_wing,188,91,25.8,2,0.0,0.0,1.0
Dave Ellett,Defence,188,93,26.3,52,2.0,8.0,41.0
Dave Lowry,Left_wing,185,88,25.7,225,32.0,42.0,256.0
Dave Manson,Defence,188,100,28.3,184,5.0,18.0,172.0
Dave Morisset,Right_wing,188,95,26.9,4,0.0,0.0,2.0
Dave Morissette,Left_wing,185,95,27.8,1,0.0,0.0,0.0
Dave Reid,Right_wing,185,98,28.6,138,12.0,16.0,152.0
Dave Roche,Left_wing,193,104,27.9,3,0.0,0.0,3.0
Dave Scatchard,Centre,190,100,27.7,501,102.0,117.0,926.0
David Backes,Right_wing,190,100,27.7,950,245.0,312.0,2148.0
David Booth,Left_wing,183,96,28.7,530,124.0,112.0,1378.0
David Brine,Centre,185,91,26.6,9,0.0,1.0,3.0
David Clarkson,Right_wing,183,91,27.2,570,114.0,86.0,1254.0
David Cooper,Defence,188,93,26.3,2,0.0,0.0,3.0
David Cullen,Defence,188,89,25.2,19,0.0,0.0,3.0
David Desharnais,Centre,170,79,27.3,524,87.0,195.0,598.0
David Dziurzynski,Left_wing,190,102,28.2,26,3.0,3.0,34.0
David Emma,Right_wing,178,84,26.5,6,0.0,0.0,6.0
David Gosselin,Right_wing,185,93,27.2,13,2.0,1.0,14.0
David Gove,Centre,175,86,28.1,2,0.0,1.0,0.0
David Hale,Defence,185,101,29.5,327,4.0,25.0,199.0
David Harlock,Defence,188,98,27.7,128,0.0,8.0,67.0
David Jones,Right_wing,188,95,26.9,462,104.0,87.0,776.0
David Karpa,Defence,185,93,27.2,201,6.0,22.0,159.0
David Koci,Left_wing,198,108,27.6,142,3.0,1.0,33.0
David Krejci,Centre,183,84,25.1,911,207.0,479.0,1653.0
David Laliberte,Right_wing,185,90,26.3,11,2.0,1.0,8.0
David Legwand,Centre,188,93,26.3,1135,228.0,390.0,2114.0
David Liffiton,Defence,188,95,26.9,7,1.0,0.0,4.0
David Ling,Right_wing,178,89,28.1,90,4.0,4.0,87.0
David McIntyre,Centre,180,88,27.2,7,1.0,1.0,6.0
David Moravec,Right_wing,183,82,24.5,1,0.0,0.0,2.0
David Moss,Right_wing,193,95,25.5,501,78.0,100.0,995.0
David Oliver,Right_wing,183,86,25.7,61,8.0,8.0,44.0
David Perron,Left_wing,183,91,27.2,850,223.0,327.0,1739.0
David Printz,Defence,196,100,26.0,13,0.0,0.0,1.0
David Rundblad,Defence,188,88,24.9,113,4.0,21.0,135.0
David Savard,Defence,188,103,29.1,557,40.0,120.0,833.0
David Schlemko,Defence,185,86,25.1,415,18.0,76.0,557.0
David Sloane,Defence,193,100,26.9,1,0.0,0.0,0.0
David Steckel,Centre,198,98,25.0,425,33.0,46.0,458.0
David Tanabe,Defence,185,96,28.1,449,30.0,84.0,661.0
David Ullstrom,Left_wing,188,88,24.9,49,6.0,7.0,68.0
David Van Drunen,Defence,183,91,27.2,1,0.0,0.0,0.0
David Van der Gulik,Left_wing,178,85,26.8,49,2.0,11.0,57.0
David Vyborny,Right_wing,178,86,27.1,543,113.0,204.0,920.0
David Wilkie,Defence,190,98,27.1,1,0.0,0.0,1.0
Davis Drewiske,Defence,188,100,28.3,135,5.0,20.0,119.0
Daymond Langkow,Centre,178,83,26.2,861,233.0,355.0,1977.0
Dean Arsene,Defence,188,93,26.3,13,0.0,0.0,4.0
Dean McAmmond,Left_wing,180,88,27.2,676,124.0,156.0,970.0
Dean Melanson,Defence,180,89,27.5,4,0.0,0.0,6.0
Dean Sylvester,Right_wing,188,50,14.2,95,21.0,16.0,180.0
Denis Arkhipov,Centre,190,97,26.9,352,56.0,82.0,511.0
Denis Gauthier,Defence,190,102,28.2,489,14.0,56.0,393.0
Denis Grebeshkov,Defence,183,95,28.4,234,17.0,68.0,175.0
Denis Hamel,Left_wing,185,89,26.0,192,19.0,12.0,236.0
Denis Pederson,Right_wing,188,93,26.3,199,16.0,25.0,232.0
Denis Shvidki,Right_wing,188,95,26.9,76,11.0,14.0,72.0
Denis Tolpeko,Left_wing,183,79,23.6,26,1.0,5.0,24.0
Dennis Bonvie,Right_wing,180,100,30.9,67,1.0,2.0,16.0
Dennis Seidenberg,Defence,183,90,26.9,859,44.0,207.0,1430.0
Dennis Wideman,Defence,183,91,27.2,815,99.0,288.0,1624.0
Denny Lambert,Left_wing,180,93,28.7,213,8.0,18.0,178.0
Derek Armstrong,Centre,183,86,25.7,395,63.0,139.0,589.0
Derek Bekar,Left_wing,190,91,25.2,11,0.0,0.0,7.0
Derek Boogaard,Left_wing,201,120,29.7,277,3.0,13.0,75.0
Derek Dorsett,Right_wing,183,87,26.0,515,51.0,76.0,700.0
Derek Forbort,Defence,193,98,26.3,275,6.0,47.0,289.0
Derek Joslin,Defence,185,95,27.8,116,4.0,12.0,100.0
Derek King,Left_wing,183,93,27.8,22,2.0,7.0,33.0
Derek MacKenzie,Centre,180,82,25.3,611,51.0,74.0,624.0
Derek Meech,Defence,180,91,28.1,144,4.0,13.0,155.0
Derek Morris,Defence,183,98,29.3,954,76.0,285.0,1759.0
Derek Peltier,Defence,180,86,26.5,14,0.0,0.0,8.0
Derek Plante,Centre,180,82,25.3,45,3.0,4.0,51.0
Derek Roy,Centre,175,83,27.1,738,189.0,335.0,1583.0
Derek Smith,Defence,185,91,26.6,94,2.0,12.0,91.0
Derek Stepan,Centre,183,89,26.6,739,167.0,312.0,1760.0
Derek Whitmore,Left_wing,180,84,25.9,2,0.0,0.0,2.0
Derian Hatcher,Defence,196,107,27.9,517,25.0,114.0,681.0
Derick Brassard,Centre,185,93,27.2,852,186.0,297.0,1714.0
Deron Quint,Defence,188,87,24.6,293,29.0,58.0,570.0
Derrick Walser,Defence,178,89,28.1,91,8.0,21.0,133.0
Deryk Engelland,Defence,188,95,26.9,671,30.0,97.0,730.0
Devante Smith-Pelly,Right_wing,183,98,29.3,395,44.0,57.0,531.0
Devin Setoguchi,Right_wing,183,91,27.2,516,131.0,130.0,1187.0
Dick Tarnstrom,Defence,188,93,26.3,306,35.0,105.0,436.0
Dion Phaneuf,Defence,190,97,26.9,1048,137.0,357.0,2514.0
Dixon Ward,Left_wing,183,91,27.2,142,16.0,22.0,196.0
Dmitri Bykov,Defence,178,77,24.3,71,2.0,10.0,58.0
Dmitri Kalinin,Defence,190,98,27.1,539,36.0,126.0,619.0
Dmitri Khristich,Centre,188,88,24.9,184,34.0,55.0,210.0
Dmitri Mironov,Defence,190,103,28.5,109,6.0,24.0,132.0
Dmitri Nabokov,Left_wing,188,98,27.7,26,4.0,7.0,40.0
Dmitri Yakushin,Defence,183,91,27.2,2,0.0,0.0,1.0
Dmitry Afanasenkov,Left_wing,188,95,26.9,227,27.0,27.0,281.0
Dmitry Kulikov,Defence,185,93,27.2,677,35.0,135.0,819.0
Dmitry Orlov,Defence,180,96,29.6,516,37.0,143.0,657.0
Dmitry Yushkevich,Defence,180,94,29.0,296,17.0,67.0,367.0
Domenic Pittis,Centre,180,86,26.5,82,5.0,11.0,70.0
Dominic Moore,Centre,183,87,26.0,897,106.0,176.0,1363.0
Don Sweeney,Defence,178,84,26.5,364,9.0,54.0,306.0
Donald Audette,Right_wing,173,87,29.1,277,78.0,106.0,694.0
Donald Brashear,Left_wing,188,107,30.3,696,57.0,89.0,728.0
Donald MacLean,Centre,190,98,27.1,19,3.0,3.0,27.0
Doug Bodger,Defence,188,95,26.9,13,0.0,1.0,11.0
Doug Brown,Centre,180,84,25.9,111,19.0,21.0,158.0
Doug Doull,Centre,188,98,27.7,37,0.0,1.0,4.0
Doug Gilmour,Centre,180,84,25.9,277,53.0,129.0,367.0
Doug Houda,Defence,188,95,26.9,2,0.0,0.0,1.0
Doug Janik,Defence,188,95,26.9,190,3.0,16.0,96.0
Doug Lynch,Defence,190,97,26.9,2,0.0,0.0,2.0
Doug O'Brien,Defence,185,91,26.6,5,0.0,0.0,2.0
Doug Weight,Centre,180,89,27.5,691,144.0,404.0,1443.0
Doug Zmolek,Defence,188,100,28.3,43,2.0,7.0,24.0
Drake Berehowsky,Defence,188,102,28.9,279,28.0,65.0,325.0
Drayson Bowman,Left_wing,185,88,25.7,179,15.0,18.0,263.0
Drew Bagnall,Defence,190,101,28.0,2,0.0,0.0,1.0
Drew Bannister,Defence,188,90,25.5,4,0.0,0.0,4.0
Drew Doughty,Defence,185,88,25.7,919,117.0,385.0,1963.0
Drew Fata,Defence,185,96,28.1,8,1.0,1.0,5.0
Drew Larman,Centre,190,88,24.4,26,2.0,1.0,21.0
Drew Miller,Left_wing,188,82,23.2,571,62.0,60.0,733.0
Drew Stafford,Right_wing,188,97,27.4,841,196.0,232.0,1867.0
Duncan Keith,Defence,185,87,25.4,1138,101.0,509.0,2337.0
Duncan Milroy,Right_wing,185,90,26.3,5,0.0,1.0,6.0
Dustin Boyd,Left_wing,183,90,26.9,220,32.0,31.0,248.0
Dustin Brown,Right_wing,183,93,27.8,1183,299.0,354.0,3085.0
Dustin Byfuglien,Defence,196,118,30.7,869,177.0,348.0,2612.0
Dustin Jeffrey,Centre,185,93,27.2,131,18.0,15.0,151.0
Dustin Kohn,Defence,188,83,23.5,22,0.0,4.0,7.0
Dustin Penner,Left_wing,193,112,30.1,589,151.0,159.0,1263.0
Duvie Westcott,Defence,180,89,27.5,201,11.0,45.0,247.0
Dwayne Hay,Right_wing,183,99,29.6,68,2.0,4.0,53.0
Dwayne Zinger,Defence,193,98,26.3,7,0.0,1.0,0.0
Dwight Helminen,Centre,178,86,27.1,27,2.0,1.0,16.0
Dwight King,Left_wing,193,105,28.2,365,53.0,56.0,501.0
Dylan McIlrath,Defence,196,107,27.9,66,3.0,2.0,51.0
Dylan Olsen,Defence,188,101,28.6,124,5.0,17.0,129.0
Dylan Reese,Defence,185,93,27.2,78,3.0,14.0,69.0
Ed Jovanovski,Defence,188,99,28.0,844,106.0,300.0,1746.0
Ed Olczyk,Right_wing,185,94,27.5,33,2.0,2.0,33.0
Ed Ward,Right_wing,193,100,26.9,56,6.0,2.0,60.0
Enrico Ciccone,Defence,196,96,25.0,3,0.0,0.0,0.0
Enver Lisin,Right_wing,188,86,24.3,135,24.0,18.0,258.0
Eric Beaudoin,Left_wing,196,100,26.0,53,3.0,8.0,52.0
Eric Belanger,Centre,183,84,25.1,820,138.0,220.0,1350.0
Eric Bertrand,Left_wing,185,93,27.2,15,0.0,0.0,12.0
Eric Boguniecki,Right_wing,173,87,29.1,178,34.0,42.0,223.0
Eric Boulton,Left_wing,183,103,30.8,654,31.0,48.0,452.0
Eric Brewer,Defence,193,98,26.3,946,72.0,188.0,1342.0
Eric Cairns,Defence,198,110,28.1,369,10.0,25.0,184.0
Eric Charron,Defence,190,87,24.1,21,0.0,0.0,8.0
Eric Chouinard,Centre,190,94,26.0,90,11.0,11.0,116.0
Eric Daze,Left_wing,198,106,27.0,294,120.0,98.0,858.0
Eric Desjardins,Defence,185,93,27.2,397,48.0,148.0,888.0
Eric Fehr,Right_wing,193,96,25.8,652,113.0,108.0,1109.0
Eric Godard,Right_wing,193,97,26.0,335,6.0,12.0,83.0
Eric Gryba,Defence,193,102,27.4,289,7.0,36.0,305.0
Eric Healey,Left_wing,183,92,27.5,2,0.0,0.0,1.0
Eric Lacroix,Left_wing,185,95,27.8,125,6.0,12.0,78.0
Eric Landry,Centre,178,83,26.2,53,4.0,8.0,54.0
Eric Lindros,Centre,193,111,29.8,329,109.0,156.0,855.0
Eric Manlow,Centre,183,93,27.8,37,2.0,4.0,22.0
Eric Meloche,Right_wing,178,92,29.0,74,9.0,11.0,103.0
Eric Messier,Left_wing,188,88,24.9,292,17.0,36.0,237.0
Eric Nickulas,Right_wing,180,91,28.1,116,15.0,23.0,172.0
Eric Nystrom,Left_wing,185,88,25.7,593,75.0,48.0,657.0
Eric Perrin,Centre,175,80,26.1,245,32.0,72.0,384.0
Eric Selleck,Left_wing,188,100,28.3,3,0.0,1.0,3.0
Eric Staal,Centre,193,93,25.0,1240,436.0,585.0,3853.0
Eric Tangradi,Left_wing,193,103,27.6,150,5.0,11.0,156.0
Eric Weinrich,Defence,185,94,27.5,475,22.0,118.0,585.0
Eric Wellwood,Left_wing,180,81,25.0,31,5.0,5.0,46.0
Erich Goldmann,Defence,190,89,24.6,1,0.0,0.0,0.0
Erik Christensen,Centre,185,91,26.6,387,68.0,95.0,688.0
Erik Cole,Right_wing,188,91,25.8,892,265.0,267.0,2050.0
Erik Condra,Right_wing,180,84,25.9,372,40.0,59.0,528.0
Erik Gudbranson,Defence,196,98,25.5,518,20.0,53.0,665.0
Erik Gustafsson,Defence,178,82,25.9,91,6.0,17.0,86.0
Erik Johnson,Defence,193,102,27.4,776,80.0,223.0,1625.0
Erik Karlsson,Defence,183,87,26.0,736,135.0,468.0,2134.0
Erik Rasmussen,Centre,185,94,27.5,482,47.0,66.0,528.0
Erik Reitz,Defence,185,95,27.8,48,1.0,1.0,22.0
Erik Westrum,Centre,183,93,27.8,27,1.0,2.0,45.0
Espen Knutsen,Centre,180,88,27.2,188,27.0,81.0,203.0
Ethan Moreau,Left_wing,190,99,27.4,704,113.0,103.0,1259.0
Evan Brophey,Centre,188,90,25.5,4,0.0,0.0,1.0
Evan Oberg,Defence,183,87,26.0,7,0.0,0.0,4.0
Evander Kane,Left_wing,188,96,27.2,713,242.0,215.0,2536.0
Evgeni Malkin,Centre,190,88,24.4,907,416.0,660.0,3045.0
Evgenii Dadonov,Right_wing,178,84,26.5,280,91.0,111.0,635.0
Evgeny Artyukhin,Right_wing,193,115,30.9,199,19.0,30.0,221.0
Evgeny Grachev,Centre,193,102,27.4,34,1.0,3.0,17.0
Evgeny Korolev,Defence,185,97,28.3,42,1.0,4.0,27.0
Evgeny Kuznetsov,Centre,188,87,24.6,479,120.0,269.0,1021.0
Fabian Brunnstrom,Left_wing,185,93,27.2,104,19.0,22.0,125.0
Fedor Fedorov,Left_wing,190,104,28.8,18,0.0,2.0,14.0
Fedor Tyutin,Defence,188,100,28.3,872,55.0,209.0,1179.0
Fernando Pisani,Right_wing,185,93,27.2,462,87.0,82.0,698.0
Filip Kuba,Defence,193,102,27.4,831,70.0,262.0,1194.0
Filip Novak,Defence,185,88,25.7,17,0.0,0.0,8.0
Francis Belanger,Left_wing,188,98,27.7,10,0.0,0.0,2.0
Francis Bouillon,Defence,173,89,29.7,776,32.0,117.0,733.0
Francis Lessard,Right_wing,190,107,29.6,115,1.0,3.0,34.0
Francis Wathier,Left_wing,193,99,26.6,10,0.0,0.0,4.0
Francois Beauchemin,Defence,185,94,27.5,903,76.0,212.0,1506.0
Frank Banham,Right_wing,183,86,25.7,8,0.0,0.0,9.0
Frank Musil,Defence,190,98,27.1,13,0.0,2.0,0.0
Frans Nielsen,Centre,185,85,24.8,896,166.0,301.0,1659.0
Frantisek Kaberle,Defence,183,86,25.7,523,29.0,164.0,732.0
Frantisek Kucera,Defence,188,98,27.7,111,3.0,20.0,127.0
